customer_id,age,income,prior_purchases,email_engagement,tenure_months,channel,discount_pct,treatment,response
C001687,67,96164.01,3,0.1135,7,sms,20,0,0
C001688,38,60284.47,5,0.3682,27,paid_social,15,1,0
C001689,53,40476.09,4,0.3654,95,email,15,0,0
C001690,70,77288.46,5,0.2174,58,email,15,1,0
C001691,70,74512.44,6,0.1305,67,email,5,1,0
C001692,39,36309.51,12,0.3203,46,paid_social,0,1,0
C001693,51,86875.39,2,0.3444,48,paid_social,0,0,0
C001694,61,33073.04,4,0.167,24,paid_social,10,0,0
C001695,64,100872.18,6,0.3547,2,email,15,0,1
C001696,22,36644.17,3,0.0643,80,sms,10,1,0
C001697,51,96366.24,3,0.301,27,paid_social,10,1,0
C001698,50,66896.94,4,0.4322,70,email,5,0,0
C001699,52,64453.06,5,0.1508,115,sms,5,0,0
C001700,22,59172.7,3,0.2767,29,email,15,0,0
C001701,38,93775.57,4,0.2484,26,paid_social,0,0,0
C001702,56,40963.68,2,0.3941,108,email,10,1,0
C001703,65,75884.24,4,0.2156,18,email,10,1,0
C001704,62,70099.04,2,0.1175,39,paid_social,5,1,0
C001705,49,57318.87,5,0.575,98,email,15,1,0
C001706,45,128892.79,6,0.5102,3,email,0,0,0
C001707,47,102859.19,4,0.1769,88,direct_mail,5,0,0
C001708,68,39582.47,2,0.1591,18,email,10,0,0
C001709,48,178772.22,3,0.1396,53,email,5,1,0
C001710,74,63391.76,4,0.5404,108,email,5,0,0
C001711,68,132778.41,5,0.4427,113,sms,0,0,0
C001712,71,51575.96,7,0.2451,113,email,0,0,0
C001713,49,56156.72,7,0.497,86,paid_social,15,1,0
C001714,68,41824.96,4,0.3177,78,email,5,0,0
C001715,64,65408.24,7,0.3113,83,email,5,1,0
C001716,30,78942.56,3,0.1919,77,paid_social,15,0,0
C001717,46,66022.2,2,0.3538,50,sms,10,1,0
C001718,49,106993.39,3,0.1704,38,email,15,0,0
C001719,29,74321.94,4,0.1093,98,paid_social,0,0,0
C001720,57,124338.47,3,0.1962,93,email,10,0,0
C001721,54,79137.85,4,0.3453,99,email,5,1,0
C001722,47,69714.3,5,0.1859,102,email,10,0,0
C001723,62,43117.57,7,0.4442,43,email,10,0,0
C001724,21,55037.33,5,0.092,23,paid_social,10,0,0
C001725,74,79276.47,5,0.0091,36,direct_mail,10,0,0
C001726,56,58709.02,7,0.3119,64,email,0,0,0
C001727,22,47642.32,3,0.4311,48,paid_social,15,0,0
C001728,46,100893.12,9,0.4152,78,email,10,0,0
C001729,73,48483.87,6,0.0774,108,email,10,1,0
C001730,57,59907.96,3,0.0455,85,paid_social,0,0,0
C001731,40,52537.64,4,0.2144,106,direct_mail,0,0,0
C001732,42,105943.42,9,0.0633,56,email,20,0,0
C001733,26,61647.48,2,0.1361,63,paid_social,15,1,0
C001734,23,172181.23,2,0.5041,47,direct_mail,0,0,0
C001735,50,133917.52,3,0.4837,66,email,10,0,0
C001736,21,66876.12,5,0.1292,41,email,5,1,0
C001737,50,58591.6,3,0.0801,113,sms,10,1,0
C001738,51,72903.77,4,0.5102,12,email,5,1,0
C001739,37,34967.69,5,0.0692,6,email,0,1,0
C001740,36,150604.57,4,0.2955,68,email,0,1,0
C001741,67,62409.2,7,0.1531,92,email,0,0,0
C001742,29,38940.76,4,0.0634,27,email,15,1,0
C001743,42,50117.62,5,0.6416,1,email,15,1,0
C001744,29,38777.69,3,0.5277,104,email,15,1,0
C001745,47,58591.84,2,0.1716,101,email,5,0,0
C001746,40,58535.2,5,0.3991,39,paid_social,15,0,0
C001747,27,143854.19,7,0.2294,91,paid_social,20,0,0
C001748,27,161238.76,2,0.1975,113,sms,0,1,0
C001749,72,116702.58,4,0.134,16,email,10,0,0
C001750,64,61299.15,8,0.0908,78,email,0,0,0
C001751,57,44108.44,6,0.1378,6,email,15,1,0
C001752,37,53318.82,8,0.2538,104,email,10,0,0
C001753,32,42732.71,4,0.2812,44,email,0,0,0
C001754,51,49384.3,11,0.2015,40,paid_social,0,0,0
C001755,72,87149.36,5,0.0758,49,email,10,1,0
C001756,54,72661.97,8,0.2777,55,email,5,1,0
C001757,51,45117.61,2,0.0799,59,email,10,0,0
C001758,58,76936.04,8,0.1591,12,email,15,0,1
C001759,34,142112.03,3,0.2751,60,sms,5,1,0
C001760,71,220000.0,4,0.162,32,email,20,1,0
C001761,32,86167.51,7,0.1612,61,paid_social,20,1,0
C001762,50,61913.72,4,0.029,69,email,5,0,0
C001763,70,47339.69,2,0.4117,72,sms,15,1,0
C001764,28,132186.78,4,0.0382,64,email,15,1,0
C001765,31,81791.67,2,0.1644,6,sms,10,1,0
C001766,64,64761.27,8,0.5585,91,email,0,0,0
C001767,69,56992.35,3,0.2786,20,email,20,1,0
C001768,64,94521.01,4,0.2521,99,sms,0,0,0
C001769,69,60069.52,4,0.1474,66,direct_mail,10,0,0
C001770,28,126620.95,5,0.4335,40,paid_social,10,1,0
C001771,40,62215.93,7,0.273,67,email,15,0,0
C001772,41,58880.35,5,0.1574,78,email,0,1,0
C001773,50,75989.87,4,0.0714,37,paid_social,10,1,0
C001774,63,113940.26,5,0.2388,89,email,5,0,0
C001775,60,32939.06,5,0.2837,79,email,15,0,0
C001776,49,82428.11,6,0.5759,32,sms,10,1,0
C001777,51,52708.28,5,0.2369,35,email,15,0,0
C001778,21,58910.67,5,0.5314,70,email,15,0,0
C001779,72,126286.95,1,0.0728,85,email,0,1,0
C001780,69,41052.08,2,0.2645,16,email,10,1,0
C001781,34,43220.56,5,0.2514,84,paid_social,5,0,0
C001782,30,119796.62,4,0.3148,66,sms,5,1,0
C001783,30,89383.48,4,0.1432,86,direct_mail,20,0,0
C001784,52,130850.68,5,0.3932,85,email,5,1,0
C001785,35,67472.35,5,0.0316,52,direct_mail,0,1,0
C001786,64,45959.12,0,0.1271,43,paid_social,10,0,0
C001787,54,44125.77,3,0.1392,97,email,5,1,0
C001788,61,95920.96,0,0.0288,24,paid_social,0,1,0
C001789,49,93190.69,2,0.1258,74,email,15,1,0
C001790,44,54689.35,7,0.1264,83,sms,15,1,0
C001791,70,49202.91,6,0.2788,25,email,0,1,0
C001792,34,56571.91,2,0.243,118,sms,5,1,0
C001793,74,78017.04,6,0.1288,115,email,10,0,0
C001794,29,105173.38,2,0.2526,24,email,10,1,0
C001795,68,109949.94,5,0.2871,59,direct_mail,20,1,0
C001796,54,35537.72,2,0.0646,56,email,0,0,0
C001797,62,36517.61,4,0.2876,94,email,0,0,0
C001798,54,80822.46,3,0.2454,44,sms,15,1,0
C001799,23,41368.71,8,0.428,58,email,0,0,0
C001800,67,84313.8,3,0.2934,2,email,10,0,0
C001801,45,75836.55,2,0.3794,5,email,15,1,0
C001802,32,59395.98,8,0.3548,77,email,0,1,0
C001803,42,103969.87,3,0.5074,101,sms,20,0,0
C001804,45,87421.03,6,0.124,52,sms,15,1,0
C001805,50,69363.06,2,0.3415,27,paid_social,5,0,0
C001806,31,32519.11,5,0.5903,10,paid_social,0,0,0
C001807,56,74059.37,2,0.3831,46,email,15,0,0
C001808,38,107354.42,6,0.4126,1,paid_social,20,1,0
C001809,22,35337.62,4,0.3403,2,email,10,0,0
C001810,23,106971.87,4,0.2006,87,email,20,0,0
C001811,45,80236.93,2,0.5495,14,direct_mail,10,0,0
C001812,64,81116.7,3,0.0964,12,email,5,0,0
C001813,26,34392.24,8,0.4898,88,sms,10,0,1
C001814,58,111578.45,5,0.6086,88,email,10,0,0
C001815,56,43399.69,1,0.1634,102,sms,0,1,0
C001816,40,35626.12,6,0.2659,89,email,15,1,0
C001817,42,60778.1,4,0.1183,76,paid_social,0,0,0
C001818,35,90170.23,4,0.2226,118,email,5,1,0
C001819,66,71565.49,7,0.1951,106,email,15,0,0
C001820,56,64534.88,4,0.8094,3,sms,5,1,0
C001821,62,46515.65,6,0.3634,52,sms,0,1,0
C001822,29,73907.13,1,0.2638,54,email,0,1,0
C001823,27,117804.34,3,0.1329,113,email,5,1,0
C001824,32,93048.51,3,0.3925,22,sms,15,1,0
C001825,23,76322.58,3,0.1247,42,sms,20,0,0
C001826,35,117534.48,2,0.1303,39,email,20,1,0
C001827,62,53104.51,2,0.0903,67,paid_social,20,1,0
C001828,49,81570.04,7,0.1332,58,email,5,1,0
C001829,58,36328.27,3,0.1334,39,paid_social,5,0,0
C001830,52,150504.91,4,0.084,48,email,5,0,0
C001831,69,117294.87,4,0.2489,12,paid_social,15,0,0
C001832,74,72623.15,1,0.0738,15,paid_social,10,0,0
C001833,28,50309.52,5,0.0149,110,email,10,0,0
C001834,59,87915.31,7,0.0621,116,sms,10,0,0
C001835,60,37651.59,4,0.6597,77,sms,0,1,0
C001836,53,25345.17,1,0.3967,15,email,0,1,0
C001837,55,90805.84,4,0.1199,88,email,15,0,0
C001838,43,52244.81,6,0.3612,17,paid_social,5,0,0
C001839,53,65009.75,8,0.1455,92,email,20,1,1
C001840,38,83817.98,5,0.4061,36,email,10,0,0
C001841,33,93926.62,4,0.2127,13,paid_social,5,1,0
C001842,56,38913.46,3,0.2699,61,sms,10,1,0
C001843,33,50561.67,4,0.2001,104,email,20,1,0
C001844,49,51364.95,1,0.3052,50,direct_mail,15,0,0
C001845,49,85445.76,6,0.0093,6,sms,5,0,0
C001846,31,46802.79,8,0.2065,36,direct_mail,10,0,0
C001847,45,163741.61,5,0.0944,103,sms,10,0,0
C001848,27,69991.91,7,0.2291,69,email,20,0,0
C001849,70,38207.78,5,0.3998,67,email,5,1,0
C001850,35,106686.08,3,0.3729,53,sms,0,1,0
C001851,33,42575.01,3,0.0783,63,email,10,1,0
C001852,70,131545.25,9,0.4745,24,email,0,0,0
C001853,27,48488.34,7,0.1005,58,email,15,1,0
C001854,27,65371.39,4,0.1827,71,sms,20,1,0
C001855,37,79812.4,4,0.246,97,sms,20,1,0
C001856,58,35349.35,4,0.7312,33,email,20,0,0
C001857,41,30504.75,4,0.0853,45,email,15,0,0
C001858,29,66867.49,4,0.1095,26,email,10,1,0
C001859,60,53649.07,7,0.4608,84,email,5,1,0
C001860,56,30097.37,2,0.6742,38,sms,0,1,0
C001861,60,33393.77,0,0.3291,64,paid_social,5,1,0
C001862,57,102886.14,3,0.1766,36,email,10,0,1
C001863,46,57926.75,6,0.3537,9,email,5,1,0
C001864,63,67597.19,4,0.0518,105,sms,15,1,0
C001865,41,99206.0,2,0.1957,105,email,15,0,0
C001866,58,41636.08,3,0.4146,70,email,20,0,1
C001867,49,113918.4,5,0.2895,106,paid_social,0,0,0
C001868,56,75712.59,1,0.3031,117,email,15,1,0
C001869,54,86174.49,0,0.3486,26,email,20,0,0
C001870,36,97758.47,7,0.2829,1,email,10,1,0
C001871,46,41044.72,5,0.1108,1,email,5,0,0
C001872,27,38801.47,2,0.2471,34,sms,0,1,0
C001873,68,68489.79,4,0.1739,68,sms,0,1,0
C001874,62,167514.83,2,0.499,99,paid_social,15,0,0
C001875,40,46137.33,4,0.1456,85,email,10,1,0
C001876,28,73621.35,4,0.1687,52,sms,0,0,0
C001877,32,42949.87,4,0.351,92,email,10,1,0
C001878,32,185925.46,4,0.3207,93,email,15,0,0
C001879,56,98189.48,9,0.482,36,paid_social,20,1,0
C001880,53,48161.29,2,0.07,13,email,0,1,0
C001881,56,49824.8,4,0.1905,20,sms,5,1,1
C001882,67,39569.99,3,0.6349,70,email,0,0,0
C001883,46,55395.65,3,0.185,36,email,10,1,0
C001884,59,64961.07,2,0.1985,70,email,0,0,0
C001885,23,39567.94,0,0.0772,96,email,0,0,0
C001886,72,76846.55,7,0.2332,65,sms,15,1,0
C001887,31,53303.54,5,0.1995,8,paid_social,15,1,0
C001888,35,61013.23,2,0.4169,52,email,20,0,0
C001889,42,106210.2,9,0.2384,74,email,0,1,0
C001890,62,72439.11,8,0.5436,43,email,15,0,1
C001891,53,112693.72,1,0.4973,74,direct_mail,10,0,0
C001892,22,40574.39,10,0.2754,57,email,0,1,0
C001893,69,115957.47,7,0.2925,81,sms,15,0,0
C001894,60,40604.49,6,0.3264,97,sms,10,0,1
C001895,31,92305.64,3,0.0867,98,paid_social,0,0,0
C001896,56,57408.45,1,0.1811,42,email,0,1,0
C001897,27,48227.9,6,0.4541,101,email,20,0,0
C001898,65,102788.86,2,0.0855,69,email,0,0,0
C001899,22,88315.99,6,0.1666,92,email,5,0,0
C001900,42,61352.39,3,0.1795,82,sms,5,0,0
C001901,53,112678.62,3,0.2917,70,paid_social,5,1,0
C001902,46,35638.92,4,0.2554,113,sms,5,1,0
C001903,36,80961.49,7,0.5007,54,paid_social,0,0,0
C001904,32,37335.44,4,0.1474,55,email,0,0,0
C001905,70,58671.62,3,0.3716,24,email,0,1,0
C001906,25,48255.12,7,0.0025,51,sms,15,1,0
C001907,27,75085.28,7,0.1597,70,paid_social,15,1,0
C001908,25,95476.57,6,0.1887,5,direct_mail,15,0,0
C001909,31,66355.38,4,0.3042,88,email,0,0,0
C001910,48,148025.99,4,0.3188,21,email,20,1,0
C001911,39,38283.76,4,0.172,15,email,10,1,0
C001912,33,152448.33,6,0.0263,97,sms,0,0,0
C001913,63,25750.2,7,0.5976,98,paid_social,5,0,0
C001914,61,94870.88,7,0.0669,34,paid_social,0,0,1
C001915,26,41028.02,1,0.3322,105,paid_social,15,1,0
C001916,72,73005.71,9,0.4018,119,email,15,0,0
C001917,58,73579.11,3,0.1392,41,sms,15,0,0
C001918,63,43707.32,3,0.3429,59,email,10,0,0
C001919,48,89136.16,0,0.0588,17,sms,5,1,0
C001920,74,95004.69,8,0.4923,71,sms,0,1,0
C001921,55,73495.89,4,0.5221,105,email,10,0,0
C001922,33,90160.72,5,0.09,83,email,15,1,0
C001923,65,54921.86,2,0.2283,50,email,10,0,0
C001924,40,109636.62,7,0.6054,7,direct_mail,0,1,0
C001925,35,83524.71,1,0.1192,13,email,15,1,0
C001926,28,42637.46,2,0.0503,68,paid_social,0,1,0
C001927,71,45316.37,8,0.4246,74,paid_social,0,1,0
C001928,57,71298.43,4,0.4618,102,email,5,0,0
C001929,64,44003.37,3,0.5785,71,email,15,0,0
C001930,35,34611.24,3,0.2795,105,email,0,0,0
C001931,73,58318.41,8,0.2909,100,email,10,1,0
C001932,22,61253.03,5,0.2611,67,direct_mail,15,1,0
C001933,67,54491.23,4,0.1874,32,paid_social,15,0,0
C001934,54,135170.88,6,0.2353,12,paid_social,10,1,0
C001935,72,44557.19,4,0.3869,99,email,10,1,0
C001936,72,130930.11,4,0.087,115,sms,20,0,0
C001937,56,35911.94,3,0.1263,94,email,15,0,0
C001938,61,122564.6,5,0.3551,89,paid_social,20,1,0
C001939,46,53198.65,2,0.0602,113,email,0,1,0
C001940,71,49795.21,4,0.1517,90,email,20,0,0
C001941,71,100305.78,8,0.159,12,email,15,1,0
C001942,51,55271.33,2,0.4812,17,email,10,0,0
C001943,66,78815.63,4,0.3773,58,direct_mail,10,1,0
C001944,23,82570.37,9,0.5528,42,email,15,0,0
C001945,46,75367.27,11,0.1635,37,email,5,0,0
C001946,67,33290.08,3,0.3659,52,email,10,0,0
C001947,48,19142.82,4,0.3211,46,direct_mail,10,0,0
C001948,47,51151.7,6,0.0937,28,email,20,1,0
C001949,32,72716.07,5,0.6979,55,email,10,1,0
C001950,28,108018.91,1,0.402,93,email,5,0,0
C001951,74,44916.68,6,0.4751,49,email,15,1,0
C001952,32,82441.75,0,0.2576,41,paid_social,10,1,0
C001953,35,30244.21,6,0.4674,71,paid_social,15,0,0
C001954,33,109305.98,5,0.2455,111,email,20,1,0
C001955,37,60289.3,5,0.209,75,sms,0,0,0
C001956,63,143869.74,3,0.5832,79,email,20,1,0
C001957,34,53004.64,4,0.479,6,email,15,0,0
C001958,45,59158.64,3,0.1907,38,paid_social,0,1,0
C001959,67,131927.04,4,0.6211,100,paid_social,10,1,0
C001960,48,81156.2,2,0.3682,52,paid_social,15,0,0
C001961,29,175291.32,5,0.2083,15,email,0,1,0
C001962,60,74807.48,3,0.139,53,email,0,1,0
C001963,63,50182.66,7,0.262,101,email,10,1,0
C001964,32,47051.96,3,0.5703,68,sms,0,1,0
C001965,54,89756.78,3,0.6738,41,email,10,0,0
C001966,53,96611.63,3,0.35,17,email,5,1,0
C001967,60,46584.78,1,0.1129,1,email,20,1,0
C001968,48,121331.71,2,0.1559,35,direct_mail,5,1,0
C001969,33,111367.98,10,0.5127,3,email,0,1,0
C001970,53,64427.09,5,0.3227,109,email,20,0,0
C001971,35,37024.2,8,0.3632,111,direct_mail,20,0,0
C001972,73,32035.15,1,0.4791,26,paid_social,0,1,0
C001973,68,50004.97,2,0.5652,104,email,10,1,0
C001974,56,53589.17,6,0.1219,5,sms,20,0,0
C001975,41,39287.53,3,0.1047,44,paid_social,0,1,0
C001976,60,77354.11,4,0.2531,30,paid_social,5,0,0
C001977,39,93903.55,6,0.1019,79,email,15,1,0
C001978,44,44385.52,4,0.086,70,email,15,0,0
C001979,65,37443.11,4,0.35,53,sms,0,0,0
C001980,68,31108.04,4,0.2907,71,email,10,0,0
C001981,63,35109.9,1,0.441,5,email,0,1,0
C001982,63,45676.7,8,0.3203,107,direct_mail,15,1,0
C001983,37,77596.06,1,0.0551,44,direct_mail,15,1,0
C001984,70,59913.41,5,0.2941,15,paid_social,20,0,0
C001985,54,96840.84,6,0.3817,70,email,0,1,0
C001986,55,55331.86,3,0.4794,40,sms,20,1,0
C001987,48,53142.63,0,0.193,7,email,5,0,0
C001988,50,111541.73,5,0.1929,45,email,10,0,0
C001989,32,79311.96,2,0.1902,101,paid_social,0,1,0
C001990,57,72573.67,5,0.3897,45,paid_social,15,1,0
C001991,27,107035.06,4,0.0689,22,paid_social,15,0,0
C001992,43,37118.04,7,0.4931,20,email,15,1,0
C001993,57,57878.88,6,0.461,41,email,5,0,0
C001994,34,215210.09,4,0.6452,13,paid_social,10,0,0
C001995,65,56493.38,6,0.3725,68,email,5,0,0
C001996,40,62604.89,7,0.1917,57,email,0,1,0
C001997,38,55038.27,2,0.3125,116,direct_mail,0,1,0
C001998,33,92458.11,0,0.2766,83,email,10,0,0
C001999,27,31838.51,5,0.3941,66,email,10,1,0
C002000,54,107418.98,6,0.5157,97,email,20,1,0
C002001,70,117221.34,4,0.432,47,direct_mail,15,1,0
C002002,53,55034.18,3,0.3786,40,direct_mail,0,0,0
C002003,24,77754.85,9,0.2987,22,sms,10,1,0
C002004,61,66665.52,3,0.2459,80,paid_social,0,1,0
C002005,28,66904.54,7,0.3219,52,email,15,0,0
C002006,64,82161.33,4,0.2031,8,email,15,1,0
C002007,30,41182.49,8,0.1102,7,email,0,0,0
C002008,71,43288.83,0,0.2076,85,direct_mail,10,0,0
C002009,72,93088.79,2,0.1955,108,sms,15,0,0
C002010,26,34377.22,1,0.4182,83,email,0,0,0
C002011,22,63850.4,4,0.677,119,email,15,1,0
C002012,41,81373.52,2,0.6567,97,paid_social,15,0,0
C002013,46,87032.09,8,0.3243,69,email,15,0,0
C002014,67,34541.24,3,0.1896,66,email,0,0,0
C002015,48,78845.46,7,0.0955,38,email,5,0,0
C002016,57,43255.69,0,0.1546,62,email,15,0,0
C002017,47,57860.82,5,0.2098,2,sms,10,1,0
C002018,61,31135.96,2,0.1094,75,sms,10,1,0
C002019,33,44114.74,5,0.3117,25,direct_mail,5,0,0
C002020,59,47277.2,6,0.0222,49,email,5,1,0
C002021,47,71869.41,6,0.0504,47,email,10,0,0
C002022,32,85355.9,2,0.4723,18,paid_social,10,1,0
C002023,54,83560.66,3,0.091,33,email,10,1,0
C002024,25,66447.82,7,0.5518,91,email,10,1,0
C002025,56,47498.64,2,0.1606,56,email,5,1,0
C002026,30,40904.79,3,0.2476,23,email,10,0,0
C002027,59,58201.15,5,0.4633,33,email,5,1,0
C002028,40,40314.27,0,0.1826,51,email,0,1,0
C002029,55,60522.59,5,0.293,4,email,15,1,0
C002030,28,43640.76,5,0.178,65,sms,10,1,0
C002031,32,51675.42,7,0.0536,23,email,10,1,0
C002032,35,35741.18,5,0.0251,108,sms,15,1,0
C002033,22,41883.61,10,0.3004,117,sms,5,0,1
C002034,45,67259.77,5,0.2356,11,email,10,0,0
C002035,27,85573.58,4,0.0655,85,email,10,1,0
C002036,56,54683.54,4,0.3445,10,email,0,0,0
C002037,60,65692.36,4,0.3423,96,sms,5,0,0
C002038,32,78174.08,4,0.1236,39,sms,20,0,1
C002039,55,81942.63,2,0.3748,77,direct_mail,5,0,0
C002040,62,107636.07,5,0.3148,86,email,20,0,0
C002041,45,76117.8,3,0.1355,95,email,15,0,0
C002042,40,114480.84,3,0.4397,48,sms,0,0,0
C002043,40,132773.02,1,0.1166,43,paid_social,15,1,0
C002044,48,75790.05,3,0.3532,88,sms,5,1,0
C002045,33,47921.68,7,0.1248,62,email,10,1,0
C002046,37,86239.69,2,0.0279,60,email,15,1,0
C002047,41,124946.73,5,0.2766,21,email,0,0,0
C002048,41,62217.39,4,0.2718,1,paid_social,10,1,0
C002049,62,65793.53,6,0.2239,98,email,5,1,0
C002050,66,44483.16,7,0.1985,30,email,15,1,0
C002051,47,63447.27,9,0.2443,16,email,15,1,0
C002052,54,75303.94,4,0.0631,83,direct_mail,10,1,0
C002053,34,95149.58,5,0.2695,78,sms,15,1,0
C002054,49,46674.35,8,0.2205,65,sms,0,0,0
C002055,73,69565.99,4,0.1912,107,email,0,0,0
C002056,58,53113.62,10,0.3378,54,email,15,1,0
C002057,33,48614.97,5,0.1394,96,paid_social,0,1,0
C002058,51,117956.11,4,0.5013,80,paid_social,15,0,0
C002059,35,33736.78,3,0.3689,63,email,15,0,0
C002060,27,120084.12,7,0.0313,3,sms,0,1,0
C002061,54,51402.95,1,0.5741,29,email,5,1,0
C002062,35,104741.68,3,0.0792,16,sms,10,1,0
C002063,34,174912.7,7,0.2889,28,email,5,0,0
C002064,62,80869.7,10,0.0712,28,paid_social,0,1,0
C002065,71,35260.8,8,0.068,61,email,15,0,0
C002066,38,63629.53,4,0.0575,15,paid_social,15,0,0
C002067,60,179924.5,8,0.5549,44,email,5,0,0
C002068,46,26592.46,6,0.2307,10,sms,15,1,0
C002069,31,43521.57,5,0.3242,10,email,15,1,0
C002070,62,47796.06,1,0.3029,63,paid_social,5,1,0
C002071,43,111301.63,2,0.5994,73,paid_social,10,1,0
C002072,43,70368.66,4,0.2756,31,email,10,1,0
C002073,64,72421.8,6,0.1161,110,paid_social,10,0,0
C002074,69,43325.79,4,0.0455,73,email,0,0,0
C002075,74,50160.83,3,0.5674,116,email,5,0,0
C002076,43,77682.85,6,0.1517,77,email,0,1,0
C002077,26,40101.85,0,0.4097,39,email,15,1,0
C002078,39,28899.6,2,0.0277,28,direct_mail,10,1,0
C002079,66,54985.49,4,0.3875,32,email,0,0,0
C002080,21,80202.99,4,0.2444,3,email,10,1,0
C002081,42,84497.4,3,0.3285,90,email,20,1,0
C002082,43,66243.48,6,0.1546,95,email,15,1,0
C002083,26,73048.89,3,0.0813,1,direct_mail,15,1,0
C002084,22,52024.07,2,0.1392,17,email,0,1,0
C002085,67,26260.56,5,0.294,37,email,5,0,0
C002086,64,103745.25,5,0.5929,64,email,10,0,0
C002087,40,86572.06,8,0.432,115,sms,10,1,0
C002088,32,150234.44,1,0.0882,58,email,10,0,0
C002089,54,42069.75,1,0.3374,3,paid_social,5,1,0
C002090,55,97332.33,4,0.1066,44,email,20,1,0
C002091,61,76744.5,1,0.0876,77,direct_mail,5,0,0
C002092,70,84206.46,3,0.1675,76,paid_social,20,1,0
C002093,35,116454.03,2,0.3379,15,email,5,0,0
C002094,61,36279.62,5,0.6015,33,email,10,0,0
C002095,36,57383.54,4,0.5295,99,paid_social,5,0,0
C002096,23,66462.11,4,0.4751,30,paid_social,5,0,0
C002097,73,43416.04,4,0.2294,59,sms,10,1,0
C002098,39,30361.76,4,0.4029,59,email,0,0,0
C002099,61,74919.9,6,0.4374,67,paid_social,15,0,0
C002100,40,36020.19,1,0.6109,21,paid_social,10,0,0
C002101,23,154747.25,3,0.4256,56,sms,0,0,0
C002102,52,136701.6,5,0.3231,19,sms,10,1,0
C002103,64,58343.02,3,0.0418,47,paid_social,15,0,0
C002104,55,42426.92,7,0.4762,25,email,20,0,0
C002105,68,52369.03,5,0.5295,80,email,15,0,0
C002106,66,85375.24,2,0.4528,85,email,0,0,0
C002107,72,60485.89,7,0.2826,29,paid_social,5,1,0
C002108,58,62273.99,7,0.3902,40,email,0,1,0
C002109,49,80160.46,1,0.637,38,paid_social,0,1,0
C002110,26,129484.97,11,0.3372,115,email,15,0,0
C002111,41,64321.18,5,0.1742,42,email,10,1,0
C002112,52,55908.34,4,0.2037,104,paid_social,10,0,0
C002113,36,129032.89,4,0.3315,40,email,10,1,0
C002114,58,54119.56,3,0.2352,83,paid_social,0,0,0
C002115,66,72388.46,6,0.3638,80,email,0,0,0
C002116,35,144233.75,8,0.1442,42,direct_mail,15,1,0
C002117,36,19333.18,6,0.2048,1,email,15,0,0
C002118,26,42853.8,6,0.11,51,paid_social,0,0,0
C002119,38,93376.72,7,0.0998,104,email,10,1,0
C002120,59,89935.23,4,0.8218,10,direct_mail,15,1,0
C002121,59,51310.32,5,0.1854,46,sms,0,0,0
C002122,28,47099.56,5,0.1301,49,email,0,0,0
C002123,66,75578.41,5,0.4309,1,sms,15,1,0
C002124,64,74973.83,6,0.149,60,email,20,0,0
C002125,52,72084.36,4,0.0997,47,direct_mail,0,1,0
C002126,33,119255.13,4,0.426,64,paid_social,10,0,0
C002127,33,87478.57,5,0.2645,13,email,0,1,0
C002128,56,31522.74,5,0.1167,20,sms,0,1,0
C002129,31,57202.33,3,0.4199,113,email,0,0,0
C002130,64,83292.62,3,0.164,66,sms,15,1,0
C002131,37,57353.57,3,0.4107,47,sms,5,1,0
C002132,43,72996.71,9,0.5058,47,email,0,0,0
C002133,22,85187.38,4,0.1685,22,email,10,0,0
C002134,44,62202.31,2,0.6473,41,paid_social,15,1,0
C002135,34,46789.98,3,0.2331,65,paid_social,10,1,0
C002136,29,70842.28,3,0.1174,51,email,15,1,0
C002137,62,86606.52,9,0.2409,89,email,0,1,0
C002138,33,161681.89,4,0.2492,43,email,5,1,0
C002139,42,73655.26,2,0.0755,38,email,10,0,0
C002140,31,41023.77,6,0.3943,102,paid_social,10,0,0
C002141,24,45086.84,6,0.4017,105,sms,5,1,0
C002142,57,52522.2,4,0.0635,30,email,0,1,0
C002143,38,62621.0,2,0.2418,4,paid_social,0,1,0
C002144,66,45431.19,4,0.3746,50,email,0,1,0
C002145,53,102641.68,3,0.2295,79,sms,5,0,0
C002146,34,45791.07,2,0.299,66,paid_social,15,1,0
C002147,65,36604.21,5,0.3701,76,email,15,0,0
C002148,27,108062.42,4,0.4108,95,direct_mail,5,0,0
C002149,47,92106.9,2,0.517,97,email,20,0,0
C002150,44,51074.54,5,0.2596,116,email,5,0,0
C002151,41,29345.9,2,0.0948,49,email,0,0,0
C002152,71,63603.08,2,0.2099,35,email,0,1,0
C002153,58,57444.53,7,0.3765,79,direct_mail,10,0,0
C002154,57,54294.11,5,0.2305,24,sms,10,1,0
C002155,61,30979.53,3,0.3148,89,email,0,1,0
C002156,28,39439.66,1,0.0837,116,email,5,0,0
C002157,25,67561.89,5,0.21,45,paid_social,20,0,0
C002158,29,41638.95,4,0.0626,95,paid_social,20,0,0
C002159,26,115273.76,5,0.2279,20,direct_mail,10,0,0
C002160,62,55797.46,5,0.1178,15,email,0,0,0
C002161,63,70122.05,6,0.0602,83,email,0,0,0
C002162,65,36676.39,3,0.4692,70,sms,15,0,0
C002163,71,153027.24,8,0.0522,69,paid_social,15,0,0
C002164,54,70187.79,3,0.1824,77,email,5,0,0
C002165,74,68185.4,3,0.4796,101,direct_mail,10,1,0
C002166,50,41115.07,7,0.6186,117,sms,10,0,0
C002167,31,70493.92,0,0.5772,110,direct_mail,10,1,0
