transaction_id,timestamp,amount,merchant_risk,transactions_last_hour,distance_from_home_km,card_present,foreign_transaction,fraud
T0008873,2026-01-31 19:25:00,17.66,0.1459,2,90.24,1,0,0
T0008874,2026-01-31 19:30:00,16.97,0.0381,1,85.0,1,0,0
T0008875,2026-01-31 19:35:00,44.08,0.1892,2,34.09,1,0,0
T0008876,2026-01-31 19:40:00,94.6,0.2038,0,28.1,0,0,0
T0008877,2026-01-31 19:45:00,16.57,0.4247,0,34.22,1,0,0
T0008878,2026-01-31 19:50:00,16.32,0.0998,2,60.51,1,0,0
T0008879,2026-01-31 19:55:00,33.55,0.0958,1,62.94,1,0,0
T0008880,2026-01-31 20:00:00,98.84,0.1857,0,76.61,0,0,0
T0008881,2026-01-31 20:05:00,9.37,0.0314,2,16.11,1,0,0
T0008882,2026-01-31 20:10:00,40.01,0.298,1,35.16,1,0,0
T0008883,2026-01-31 20:15:00,16.69,0.2203,1,114.44,1,0,0
T0008884,2026-01-31 20:20:00,15.29,0.0847,2,0.7,1,0,0
T0008885,2026-01-31 20:25:00,48.36,0.2668,2,9.58,1,0,0
T0008886,2026-01-31 20:30:00,9.69,0.1258,0,40.13,1,0,0
T0008887,2026-01-31 20:35:00,7.34,0.0563,0,21.98,1,0,0
T0008888,2026-01-31 20:40:00,41.64,0.0417,2,20.21,1,0,0
T0008889,2026-01-31 20:45:00,20.86,0.0288,4,3.15,1,0,0
T0008890,2026-01-31 20:50:00,16.43,0.2352,3,6.01,1,0,0
T0008891,2026-01-31 20:55:00,18.72,0.4386,2,19.15,0,0,0
T0008892,2026-01-31 21:00:00,35.19,0.1119,3,68.05,1,0,0
T0008893,2026-01-31 21:05:00,14.77,0.1985,0,127.87,1,0,0
T0008894,2026-01-31 21:10:00,46.06,0.2688,1,16.68,1,0,0
T0008895,2026-01-31 21:15:00,32.4,0.2502,0,49.57,0,0,0
T0008896,2026-01-31 21:20:00,94.37,0.1626,0,15.36,1,0,0
T0008897,2026-01-31 21:25:00,76.02,0.0765,2,18.38,0,0,0
T0008898,2026-01-31 21:30:00,50.5,0.0749,1,20.56,1,0,0
T0008899,2026-01-31 21:35:00,17.48,0.0873,2,33.28,1,0,0
T0008900,2026-01-31 21:40:00,24.11,0.1388,1,49.19,1,0,0
T0008901,2026-01-31 21:45:00,11.83,0.18,1,8.43,1,0,0
T0008902,2026-01-31 21:50:00,371.74,0.0098,1,58.94,0,0,0
T0008903,2026-01-31 21:55:00,17.16,0.3248,0,38.58,0,0,0
T0008904,2026-01-31 22:00:00,37.38,0.075,2,21.04,1,0,0
T0008905,2026-01-31 22:05:00,83.52,0.0298,0,2.3,1,1,0
T0008906,2026-01-31 22:10:00,5.48,0.2921,2,27.7,1,0,0
T0008907,2026-01-31 22:15:00,9.38,0.0315,1,156.58,1,0,0
T0008908,2026-01-31 22:20:00,14.44,0.1782,2,111.78,1,0,0
T0008909,2026-01-31 22:25:00,7.93,0.2641,5,30.99,1,0,0
T0008910,2026-01-31 22:30:00,6.03,0.06,1,12.03,1,0,0
T0008911,2026-01-31 22:35:00,12.79,0.0278,0,82.16,1,0,0
T0008912,2026-01-31 22:40:00,78.22,0.3278,2,0.07,1,0,0
T0008913,2026-01-31 22:45:00,44.31,0.0855,1,16.29,1,0,0
T0008914,2026-01-31 22:50:00,22.23,0.0394,1,52.5,1,0,0
T0008915,2026-01-31 22:55:00,22.09,0.1744,0,29.31,1,0,0
T0008916,2026-01-31 23:00:00,4.08,0.0795,0,49.97,0,0,0
T0008917,2026-01-31 23:05:00,43.13,0.0934,1,104.62,0,0,0
T0008918,2026-01-31 23:10:00,32.91,0.1232,0,24.13,1,0,0
T0008919,2026-01-31 23:15:00,7.28,0.1574,2,34.13,1,0,0
T0008920,2026-01-31 23:20:00,26.44,0.1048,2,55.17,1,0,0
T0008921,2026-01-31 23:25:00,17.73,0.2716,0,129.11,0,0,0
T0008922,2026-01-31 23:30:00,12.8,0.0382,0,64.64,1,0,0
T0008923,2026-01-31 23:35:00,8.0,0.2637,3,25.89,0,0,0
T0008924,2026-01-31 23:40:00,10.94,0.0202,3,113.32,1,0,0
T0008925,2026-01-31 23:45:00,8.37,0.0465,1,6.66,1,0,0
T0008926,2026-01-31 23:50:00,34.13,0.0807,0,94.92,1,1,0
T0008927,2026-01-31 23:55:00,31.0,0.1157,3,23.14,1,0,0
T0008928,2026-02-01 00:00:00,29.7,0.0561,3,21.49,0,0,0
T0008929,2026-02-01 00:05:00,17.93,0.0651,2,13.95,1,0,0
T0008930,2026-02-01 00:10:00,14.31,0.1347,1,37.78,1,0,0
T0008931,2026-02-01 00:15:00,166.01,0.2025,0,2.23,0,0,0
T0008932,2026-02-01 00:20:00,3.34,0.217,1,47.33,1,0,0
T0008933,2026-02-01 00:25:00,71.25,0.2796,2,82.72,1,0,0
T0008934,2026-02-01 00:30:00,30.67,0.3012,2,56.91,0,0,0
T0008935,2026-02-01 00:35:00,23.07,0.1326,3,0.99,1,0,0
T0008936,2026-02-01 00:40:00,12.94,0.537,0,75.39,1,0,0
T0008937,2026-02-01 00:45:00,17.3,0.0149,1,28.92,0,0,0
T0008938,2026-02-01 00:50:00,6.58,0.2207,2,179.0,1,0,0
T0008939,2026-02-01 00:55:00,5.38,0.0309,0,28.77,0,0,0
T0008940,2026-02-01 01:00:00,19.26,0.2791,0,19.26,0,0,0
T0008941,2026-02-01 01:05:00,4.11,0.1453,1,13.43,1,0,0
T0008942,2026-02-01 01:10:00,49.88,0.0874,0,25.57,1,0,0
T0008943,2026-02-01 01:15:00,65.71,0.2593,2,28.97,0,1,0
T0008944,2026-02-01 01:20:00,1.0,0.1198,3,9.55,1,0,0
T0008945,2026-02-01 01:25:00,4.56,0.2507,1,25.37,1,0,0
T0008946,2026-02-01 01:30:00,28.3,0.5388,3,111.2,1,0,0
T0008947,2026-02-01 01:35:00,26.65,0.1019,5,21.85,1,0,0
T0008948,2026-02-01 01:40:00,24.1,0.0986,3,23.17,1,0,0
T0008949,2026-02-01 01:45:00,32.88,0.173,5,36.7,1,0,0
T0008950,2026-02-01 01:50:00,45.51,0.1525,1,34.24,1,0,0
T0008951,2026-02-01 01:55:00,51.29,0.2053,2,0.14,1,1,0
T0008952,2026-02-01 02:00:00,129.24,0.0307,2,10.48,0,0,0
T0008953,2026-02-01 02:05:00,22.17,0.2771,2,198.24,0,0,0
T0008954,2026-02-01 02:10:00,51.21,0.0598,1,25.03,0,0,0
T0008955,2026-02-01 02:15:00,4.26,0.0999,4,33.64,0,0,0
T0008956,2026-02-01 02:20:00,18.94,0.3027,0,22.72,0,0,0
T0008957,2026-02-01 02:25:00,6.38,0.1084,1,44.21,1,0,0
T0008958,2026-02-01 02:30:00,87.04,0.114,2,17.46,1,0,0
T0008959,2026-02-01 02:35:00,223.25,0.0918,3,23.9,1,0,0
T0008960,2026-02-01 02:40:00,37.15,0.0632,1,20.05,1,0,0
T0008961,2026-02-01 02:45:00,5.89,0.1751,1,7.58,1,0,0
T0008962,2026-02-01 02:50:00,19.32,0.3266,1,0.63,0,0,0
T0008963,2026-02-01 02:55:00,22.27,0.0843,1,10.46,1,0,0
T0008964,2026-02-01 03:00:00,26.38,0.1309,4,14.39,0,0,0
T0008965,2026-02-01 03:05:00,64.3,0.2664,1,27.1,1,0,0
T0008966,2026-02-01 03:10:00,56.19,0.0543,3,68.42,1,0,0
T0008967,2026-02-01 03:15:00,1.53,0.2282,2,12.4,1,0,0
T0008968,2026-02-01 03:20:00,84.91,0.1391,2,49.61,1,0,0
T0008969,2026-02-01 03:25:00,13.18,0.0439,2,12.78,1,0,0
T0008970,2026-02-01 03:30:00,12.38,0.1137,3,38.87,1,0,0
T0008971,2026-02-01 03:35:00,89.32,0.1397,0,68.56,0,0,0
T0008972,2026-02-01 03:40:00,16.59,0.1309,1,192.65,1,0,0
T0008973,2026-02-01 03:45:00,5.5,0.0722,2,64.63,1,0,0
T0008974,2026-02-01 03:50:00,5.76,0.1756,1,63.97,0,0,0
T0008975,2026-02-01 03:55:00,22.96,0.0923,0,186.7,1,0,0
T0008976,2026-02-01 04:00:00,53.7,0.2163,0,8.44,0,0,0
T0008977,2026-02-01 04:05:00,97.24,0.1813,2,80.97,1,1,0
T0008978,2026-02-01 04:10:00,18.27,0.005,2,38.7,1,0,0
T0008979,2026-02-01 04:15:00,13.57,0.3022,1,10.25,1,0,0
T0008980,2026-02-01 04:20:00,109.89,0.3608,2,20.05,0,0,0
T0008981,2026-02-01 04:25:00,13.72,0.3072,1,5.55,0,0,0
T0008982,2026-02-01 04:30:00,93.19,0.1888,3,37.65,1,0,0
T0008983,2026-02-01 04:35:00,27.42,0.2127,3,6.46,1,0,0
T0008984,2026-02-01 04:40:00,27.5,0.3106,3,14.21,1,0,0
T0008985,2026-02-01 04:45:00,17.14,0.1701,4,109.7,1,0,0
T0008986,2026-02-01 04:50:00,29.19,0.1864,1,10.57,1,0,0
T0008987,2026-02-01 04:55:00,13.63,0.0093,1,10.36,0,0,0
T0008988,2026-02-01 05:00:00,11.0,0.0196,1,3.6,1,0,0
T0008989,2026-02-01 05:05:00,18.95,0.0079,1,63.05,0,1,0
T0008990,2026-02-01 05:10:00,11.32,0.1915,2,71.99,0,0,0
T0008991,2026-02-01 05:15:00,29.41,0.359,0,2.13,0,0,0
T0008992,2026-02-01 05:20:00,23.63,0.0632,4,20.66,1,0,0
T0008993,2026-02-01 05:25:00,16.69,0.049,5,128.85,0,0,0
T0008994,2026-02-01 05:30:00,17.77,0.1054,2,28.98,1,0,0
T0008995,2026-02-01 05:35:00,17.26,0.1188,1,16.23,1,0,0
T0008996,2026-02-01 05:40:00,123.48,0.0645,0,27.57,0,0,0
T0008997,2026-02-01 05:45:00,21.5,0.0764,2,6.73,1,1,1
T0008998,2026-02-01 05:50:00,11.98,0.0979,5,4.19,1,0,0
T0008999,2026-02-01 05:55:00,16.14,0.2431,2,6.91,0,0,0
T0009000,2026-02-01 06:00:00,42.07,0.1053,1,62.65,1,0,0
T0009001,2026-02-01 06:05:00,17.75,0.012,4,47.38,0,0,0
T0009002,2026-02-01 06:10:00,18.66,0.0919,2,6.07,1,0,0
T0009003,2026-02-01 06:15:00,16.79,0.1979,1,24.32,1,0,0
T0009004,2026-02-01 06:20:00,25.57,0.1611,3,40.75,0,0,0
T0009005,2026-02-01 06:25:00,32.05,0.0553,2,6.78,1,0,0
T0009006,2026-02-01 06:30:00,33.8,0.0244,3,122.87,1,1,0
T0009007,2026-02-01 06:35:00,4.23,0.5075,1,47.0,1,0,0
T0009008,2026-02-01 06:40:00,7.46,0.122,1,24.94,1,0,0
T0009009,2026-02-01 06:45:00,1.57,0.057,2,19.12,1,0,0
T0009010,2026-02-01 06:50:00,48.3,0.2001,2,40.48,1,0,0
T0009011,2026-02-01 06:55:00,65.64,0.0697,3,79.27,0,0,0
T0009012,2026-02-01 07:00:00,79.52,0.1874,1,36.78,1,0,0
T0009013,2026-02-01 07:05:00,25.02,0.1661,3,10.56,0,0,0
T0009014,2026-02-01 07:10:00,68.34,0.1874,1,6.94,1,0,0
T0009015,2026-02-01 07:15:00,20.88,0.1379,2,5.17,1,0,0
T0009016,2026-02-01 07:20:00,19.21,0.6567,1,21.98,1,0,0
T0009017,2026-02-01 07:25:00,4.65,0.1753,1,146.41,1,0,0
T0009018,2026-02-01 07:30:00,9.91,0.0936,1,13.21,1,0,0
T0009019,2026-02-01 07:35:00,11.99,0.276,3,53.11,1,0,0
T0009020,2026-02-01 07:40:00,54.26,0.0949,0,57.53,1,1,0
T0009021,2026-02-01 07:45:00,113.71,0.3838,2,13.08,0,0,0
T0009022,2026-02-01 07:50:00,13.56,0.3299,2,44.38,1,0,0
T0009023,2026-02-01 07:55:00,31.44,0.0878,2,26.11,0,0,0
T0009024,2026-02-01 08:00:00,28.55,0.067,1,8.56,0,0,0
T0009025,2026-02-01 08:05:00,10.0,0.0479,1,21.41,1,0,0
T0009026,2026-02-01 08:10:00,3.88,0.0199,4,87.16,1,0,0
T0009027,2026-02-01 08:15:00,10.21,0.0602,3,50.43,1,0,0
T0009028,2026-02-01 08:20:00,5.15,0.064,2,85.7,1,0,0
T0009029,2026-02-01 08:25:00,15.8,0.0557,0,103.72,1,0,0
T0009030,2026-02-01 08:30:00,18.8,0.1406,2,12.66,1,0,0
T0009031,2026-02-01 08:35:00,18.07,0.0775,2,22.88,1,0,0
T0009032,2026-02-01 08:40:00,18.3,0.0975,2,3.96,1,0,0
T0009033,2026-02-01 08:45:00,35.08,0.1992,2,59.8,1,0,0
T0009034,2026-02-01 08:50:00,8.53,0.2123,0,12.57,0,0,0
T0009035,2026-02-01 08:55:00,52.54,0.0858,3,19.56,0,0,0
T0009036,2026-02-01 09:00:00,4.07,0.0587,3,123.96,0,1,0
T0009037,2026-02-01 09:05:00,23.02,0.3099,3,30.36,1,0,0
T0009038,2026-02-01 09:10:00,31.88,0.1047,4,31.53,1,0,0
T0009039,2026-02-01 09:15:00,9.81,0.0216,3,35.43,1,1,0
T0009040,2026-02-01 09:20:00,4.4,0.1295,3,7.86,1,0,0
T0009041,2026-02-01 09:25:00,40.89,0.2342,2,22.66,0,0,0
T0009042,2026-02-01 09:30:00,11.03,0.0954,3,6.36,1,0,0
T0009043,2026-02-01 09:35:00,47.17,0.2292,3,6.68,1,0,0
T0009044,2026-02-01 09:40:00,46.54,0.1488,0,36.91,1,0,0
T0009045,2026-02-01 09:45:00,21.48,0.2065,4,171.26,0,1,0
T0009046,2026-02-01 09:50:00,21.57,0.0301,1,111.04,1,0,0
T0009047,2026-02-01 09:55:00,57.88,0.022,1,11.91,1,0,0
T0009048,2026-02-01 10:00:00,31.45,0.0976,1,38.11,1,0,0
T0009049,2026-02-01 10:05:00,8.51,0.3489,1,24.41,1,0,0
T0009050,2026-02-01 10:10:00,25.54,0.487,2,28.92,1,0,0
T0009051,2026-02-01 10:15:00,37.54,0.2122,3,60.62,1,0,0
T0009052,2026-02-01 10:20:00,26.44,0.1406,2,97.03,0,0,0
T0009053,2026-02-01 10:25:00,26.09,0.2776,3,33.44,1,0,0
T0009054,2026-02-01 10:30:00,18.65,0.2792,3,9.46,1,0,0
T0009055,2026-02-01 10:35:00,19.19,0.0616,0,98.58,1,0,0
T0009056,2026-02-01 10:40:00,8.5,0.1702,5,46.53,1,0,0
T0009057,2026-02-01 10:45:00,5.19,0.0809,2,26.3,0,0,0
T0009058,2026-02-01 10:50:00,66.33,0.1095,0,50.77,0,0,0
T0009059,2026-02-01 10:55:00,11.45,0.054,0,0.86,1,1,0
T0009060,2026-02-01 11:00:00,26.95,0.11,4,22.9,1,0,0
T0009061,2026-02-01 11:05:00,4.84,0.3259,0,90.76,1,0,0
T0009062,2026-02-01 11:10:00,25.29,0.1041,0,28.66,1,1,0
T0009063,2026-02-01 11:15:00,9.47,0.2116,3,76.08,1,0,0
T0009064,2026-02-01 11:20:00,415.0,0.0149,5,3.34,0,1,0
T0009065,2026-02-01 11:25:00,7.83,0.2615,3,8.47,1,0,0
T0009066,2026-02-01 11:30:00,8.26,0.0734,4,1.47,0,0,0
T0009067,2026-02-01 11:35:00,55.21,0.1754,1,13.58,1,0,0
T0009068,2026-02-01 11:40:00,66.99,0.1077,1,14.5,0,0,0
T0009069,2026-02-01 11:45:00,2.65,0.1979,0,114.47,1,0,0
T0009070,2026-02-01 11:50:00,27.82,0.0976,0,85.9,0,0,0
T0009071,2026-02-01 11:55:00,51.75,0.0572,1,71.86,0,0,0
T0009072,2026-02-01 12:00:00,6.39,0.0243,1,13.21,1,0,0
T0009073,2026-02-01 12:05:00,42.62,0.1407,1,24.11,1,0,0
T0009074,2026-02-01 12:10:00,12.77,0.1957,1,14.06,1,0,0
T0009075,2026-02-01 12:15:00,8.0,0.2251,4,36.67,1,0,0
T0009076,2026-02-01 12:20:00,15.23,0.1942,1,37.68,1,0,0
T0009077,2026-02-01 12:25:00,13.63,0.1968,0,74.1,0,0,0
T0009078,2026-02-01 12:30:00,5.42,0.4484,4,40.63,0,0,0
T0009079,2026-02-01 12:35:00,199.63,0.462,4,56.2,1,0,0
T0009080,2026-02-01 12:40:00,13.72,0.0994,1,22.29,0,0,0
T0009081,2026-02-01 12:45:00,10.27,0.2459,1,46.33,1,0,0
T0009082,2026-02-01 12:50:00,50.43,0.0932,1,11.55,1,0,0
T0009083,2026-02-01 12:55:00,20.07,0.0777,1,32.84,0,0,0
T0009084,2026-02-01 13:00:00,81.21,0.338,1,7.31,1,0,0
T0009085,2026-02-01 13:05:00,16.54,0.119,0,2.16,0,0,0
T0009086,2026-02-01 13:10:00,30.58,0.3691,2,70.73,1,0,0
T0009087,2026-02-01 13:15:00,23.66,0.3521,2,11.14,0,0,0
T0009088,2026-02-01 13:20:00,25.45,0.2143,2,20.84,0,1,0
T0009089,2026-02-01 13:25:00,17.54,0.0115,2,65.65,1,0,0
T0009090,2026-02-01 13:30:00,19.44,0.0344,3,38.05,1,0,0
T0009091,2026-02-01 13:35:00,114.0,0.2097,5,24.3,1,0,0
T0009092,2026-02-01 13:40:00,10.97,0.3012,3,11.33,0,0,0
T0009093,2026-02-01 13:45:00,12.53,0.1335,2,54.18,1,0,0
T0009094,2026-02-01 13:50:00,15.33,0.1426,2,83.49,0,0,0
T0009095,2026-02-01 13:55:00,38.0,0.2951,1,31.81,1,0,0
T0009096,2026-02-01 14:00:00,32.12,0.3696,1,7.34,1,1,0
T0009097,2026-02-01 14:05:00,54.57,0.0953,0,31.35,0,0,0
T0009098,2026-02-01 14:10:00,5.7,0.1054,1,53.92,1,0,0
T0009099,2026-02-01 14:15:00,27.9,0.289,4,13.47,1,0,0
T0009100,2026-02-01 14:20:00,18.1,0.3764,1,82.59,1,0,0
T0009101,2026-02-01 14:25:00,16.23,0.2046,2,63.8,1,0,0
T0009102,2026-02-01 14:30:00,25.37,0.203,3,26.66,0,0,0
T0009103,2026-02-01 14:35:00,3.06,0.3172,2,32.42,0,0,0
T0009104,2026-02-01 14:40:00,28.28,0.1243,2,13.02,0,0,0
T0009105,2026-02-01 14:45:00,24.89,0.0998,3,63.63,1,0,0
T0009106,2026-02-01 14:50:00,5.23,0.0203,1,93.09,1,0,0
T0009107,2026-02-01 14:55:00,19.62,0.3022,4,25.69,1,0,0
T0009108,2026-02-01 15:00:00,100.27,0.1696,1,13.32,1,0,0
T0009109,2026-02-01 15:05:00,14.68,0.0204,4,23.7,1,1,0
T0009110,2026-02-01 15:10:00,38.83,0.065,2,33.75,1,0,0
T0009111,2026-02-01 15:15:00,17.24,0.0275,0,90.65,1,0,0
T0009112,2026-02-01 15:20:00,9.64,0.0361,0,42.39,0,0,0
T0009113,2026-02-01 15:25:00,8.66,0.1782,1,29.31,0,0,0
T0009114,2026-02-01 15:30:00,14.54,0.1239,0,9.6,1,1,0
T0009115,2026-02-01 15:35:00,78.26,0.1807,1,83.78,1,0,0
T0009116,2026-02-01 15:40:00,48.44,0.0309,2,37.07,1,0,0
T0009117,2026-02-01 15:45:00,10.71,0.15,1,6.66,1,0,0
T0009118,2026-02-01 15:50:00,58.02,0.176,1,28.27,1,0,0
T0009119,2026-02-01 15:55:00,19.0,0.0164,3,12.47,0,0,0
T0009120,2026-02-01 16:00:00,10.88,0.0439,1,40.58,0,0,0
T0009121,2026-02-01 16:05:00,33.04,0.1016,0,22.34,1,0,0
T0009122,2026-02-01 16:10:00,8.74,0.1785,1,11.14,0,0,0
T0009123,2026-02-01 16:15:00,4.55,0.3931,2,29.29,0,0,0
T0009124,2026-02-01 16:20:00,77.73,0.0775,2,6.27,1,0,0
T0009125,2026-02-01 16:25:00,3.53,0.3461,0,5.71,1,0,0
T0009126,2026-02-01 16:30:00,36.89,0.1512,2,0.08,1,0,0
T0009127,2026-02-01 16:35:00,4.77,0.0712,3,0.53,0,0,0
T0009128,2026-02-01 16:40:00,20.96,0.1589,1,39.82,1,0,0
T0009129,2026-02-01 16:45:00,17.74,0.2341,5,10.62,1,0,0
T0009130,2026-02-01 16:50:00,13.97,0.5163,1,25.72,1,0,0
T0009131,2026-02-01 16:55:00,2.48,0.3576,2,50.7,0,0,0
T0009132,2026-02-01 17:00:00,19.38,0.1676,1,52.01,1,0,0
T0009133,2026-02-01 17:05:00,20.81,0.1112,1,19.09,1,0,0
T0009134,2026-02-01 17:10:00,8.88,0.0445,0,6.34,1,0,0
T0009135,2026-02-01 17:15:00,20.19,0.0118,2,55.66,0,0,0
T0009136,2026-02-01 17:20:00,57.66,0.3353,2,58.56,0,0,0
T0009137,2026-02-01 17:25:00,10.62,0.3325,0,22.7,1,1,0
T0009138,2026-02-01 17:30:00,27.86,0.4014,1,6.62,1,0,0
T0009139,2026-02-01 17:35:00,6.93,0.2293,0,32.03,1,0,0
T0009140,2026-02-01 17:40:00,31.53,0.0785,2,29.38,1,0,0
T0009141,2026-02-01 17:45:00,40.67,0.1573,2,50.67,1,1,0
T0009142,2026-02-01 17:50:00,250.79,0.1321,4,50.59,0,0,0
T0009143,2026-02-01 17:55:00,52.89,0.5232,0,41.66,1,0,0
T0009144,2026-02-01 18:00:00,33.17,0.383,1,7.67,1,0,0
T0009145,2026-02-01 18:05:00,86.98,0.2022,0,34.72,0,0,0
T0009146,2026-02-01 18:10:00,8.1,0.1453,3,16.15,0,0,0
T0009147,2026-02-01 18:15:00,62.36,0.15,1,35.93,1,0,0
T0009148,2026-02-01 18:20:00,12.64,0.0751,0,16.59,0,0,0
T0009149,2026-02-01 18:25:00,11.74,0.0291,2,7.32,0,0,0
T0009150,2026-02-01 18:30:00,63.84,0.0461,3,57.2,1,0,0
T0009151,2026-02-01 18:35:00,27.28,0.0935,3,129.34,1,0,0
T0009152,2026-02-01 18:40:00,80.14,0.2454,2,68.36,0,0,0
T0009153,2026-02-01 18:45:00,5.19,0.0042,1,72.36,0,0,0
T0009154,2026-02-01 18:50:00,28.36,0.0801,0,25.26,1,1,0
T0009155,2026-02-01 18:55:00,12.91,0.0961,2,14.09,1,0,0
T0009156,2026-02-01 19:00:00,16.61,0.0911,0,18.24,1,0,0
T0009157,2026-02-01 19:05:00,3.31,0.1002,4,34.05,0,0,0
T0009158,2026-02-01 19:10:00,54.67,0.0677,1,43.83,1,0,0
T0009159,2026-02-01 19:15:00,26.71,0.2743,0,13.25,0,0,0
T0009160,2026-02-01 19:20:00,8.22,0.3223,1,53.8,1,0,0
T0009161,2026-02-01 19:25:00,5.76,0.1324,0,63.48,1,0,0
T0009162,2026-02-01 19:30:00,9.23,0.032,2,6.17,1,0,0
T0009163,2026-02-01 19:35:00,86.14,0.1025,3,6.86,0,0,0
T0009164,2026-02-01 19:40:00,19.7,0.1635,1,54.26,0,0,0
T0009165,2026-02-01 19:45:00,15.66,0.192,2,5.49,1,0,0
T0009166,2026-02-01 19:50:00,35.38,0.0941,2,35.86,1,0,0
T0009167,2026-02-01 19:55:00,22.03,0.1338,2,3.39,0,0,0
T0009168,2026-02-01 20:00:00,27.38,0.0557,1,56.52,1,0,0
T0009169,2026-02-01 20:05:00,45.32,0.1123,2,45.69,1,0,0
T0009170,2026-02-01 20:10:00,30.22,0.0847,6,24.27,0,0,0
T0009171,2026-02-01 20:15:00,51.79,0.4669,0,60.87,1,0,0
T0009172,2026-02-01 20:20:00,6.75,0.1311,0,71.87,1,0,0
T0009173,2026-02-01 20:25:00,23.24,0.391,2,35.66,0,0,0
T0009174,2026-02-01 20:30:00,15.42,0.0473,0,16.41,1,0,0
T0009175,2026-02-01 20:35:00,24.29,0.1432,3,20.02,1,1,0
T0009176,2026-02-01 20:40:00,21.04,0.014,0,13.1,1,0,0
T0009177,2026-02-01 20:45:00,11.73,0.0722,0,13.49,1,0,0
T0009178,2026-02-01 20:50:00,15.55,0.0684,2,7.86,0,0,0
T0009179,2026-02-01 20:55:00,55.6,0.0594,1,19.72,0,0,0
T0009180,2026-02-01 21:00:00,12.75,0.1526,1,28.58,0,0,0
T0009181,2026-02-01 21:05:00,6.46,0.3349,2,98.56,0,0,0
T0009182,2026-02-01 21:10:00,39.36,0.0631,1,19.54,1,0,0
T0009183,2026-02-01 21:15:00,57.07,0.2484,1,5.57,1,0,0
T0009184,2026-02-01 21:20:00,16.87,0.0976,1,9.78,0,0,0
T0009185,2026-02-01 21:25:00,24.93,0.072,2,117.11,1,0,0
T0009186,2026-02-01 21:30:00,9.67,0.0449,1,91.09,1,0,0
T0009187,2026-02-01 21:35:00,18.05,0.0412,1,34.12,1,0,0
T0009188,2026-02-01 21:40:00,65.27,0.1981,3,8.61,0,0,0
T0009189,2026-02-01 21:45:00,48.41,0.1861,3,74.04,1,1,0
T0009190,2026-02-01 21:50:00,25.51,0.1922,2,67.85,0,0,0
T0009191,2026-02-01 21:55:00,16.85,0.0594,1,15.84,0,0,0
T0009192,2026-02-01 22:00:00,4.47,0.1106,1,19.7,0,0,0
T0009193,2026-02-01 22:05:00,30.09,0.0479,1,23.82,1,0,0
T0009194,2026-02-01 22:10:00,34.62,0.4752,1,61.27,0,0,0
T0009195,2026-02-01 22:15:00,62.14,0.0174,0,62.69,1,0,0
T0009196,2026-02-01 22:20:00,159.38,0.3682,2,32.14,0,0,0
T0009197,2026-02-01 22:25:00,32.0,0.1144,4,96.51,1,0,0
T0009198,2026-02-01 22:30:00,56.53,0.1154,5,140.9,1,0,0
T0009199,2026-02-01 22:35:00,7.42,0.0198,1,15.34,1,0,0
T0009200,2026-02-01 22:40:00,72.12,0.0713,4,15.88,1,0,0
T0009201,2026-02-01 22:45:00,51.84,0.2039,1,56.63,1,0,0
T0009202,2026-02-01 22:50:00,84.22,0.1546,2,24.83,1,0,0
T0009203,2026-02-01 22:55:00,42.95,0.0653,5,18.57,1,0,0
T0009204,2026-02-01 23:00:00,34.55,0.0291,4,52.4,1,0,0
T0009205,2026-02-01 23:05:00,94.34,0.0209,1,51.96,1,0,0
T0009206,2026-02-01 23:10:00,11.59,0.2775,1,27.5,1,0,0
T0009207,2026-02-01 23:15:00,41.72,0.4303,1,5.59,1,0,0
T0009208,2026-02-01 23:20:00,64.13,0.047,2,20.42,1,0,0
T0009209,2026-02-01 23:25:00,10.32,0.1691,2,2.51,1,0,0
T0009210,2026-02-01 23:30:00,7.21,0.1532,3,6.42,1,0,0
T0009211,2026-02-01 23:35:00,34.02,0.1236,2,82.03,1,0,0
T0009212,2026-02-01 23:40:00,25.16,0.0548,2,74.79,1,0,0
T0009213,2026-02-01 23:45:00,40.41,0.1663,2,26.95,0,1,0
T0009214,2026-02-01 23:50:00,41.87,0.124,2,129.82,1,0,0
T0009215,2026-02-01 23:55:00,10.56,0.0593,3,10.62,1,0,0
T0009216,2026-02-02 00:00:00,31.07,0.0445,2,64.24,1,0,0
T0009217,2026-02-02 00:05:00,67.21,0.083,2,103.3,1,0,0
T0009218,2026-02-02 00:10:00,15.82,0.264,1,80.29,1,0,0
T0009219,2026-02-02 00:15:00,16.95,0.2515,2,45.33,1,0,0
T0009220,2026-02-02 00:20:00,7.45,0.1648,2,8.66,1,0,0
T0009221,2026-02-02 00:25:00,49.71,0.1866,1,28.96,1,0,0
T0009222,2026-02-02 00:30:00,150.44,0.1663,2,11.0,1,0,0
T0009223,2026-02-02 00:35:00,5.9,0.0204,1,18.18,1,0,0
T0009224,2026-02-02 00:40:00,47.17,0.2478,1,9.17,0,1,0
T0009225,2026-02-02 00:45:00,54.14,0.0726,2,10.61,1,0,0
T0009226,2026-02-02 00:50:00,13.01,0.2894,3,7.11,0,0,0
T0009227,2026-02-02 00:55:00,15.62,0.0732,2,3.04,1,0,0
T0009228,2026-02-02 01:00:00,8.11,0.1086,0,14.06,1,1,0
T0009229,2026-02-02 01:05:00,10.47,0.3226,1,23.55,1,0,0
T0009230,2026-02-02 01:10:00,26.43,0.2711,3,17.05,1,0,0
