order_id,order_date,region,segment,category,product,unit_price,quantity,discount,revenue,cost,profit,customer_id,date_key
10225,2025-04-21,East,Enterprise,Hardware,"Laptop 15""",1573.76,9,0.1,12747.46,7600.27,5147.19,C4430,20250421
10226,2024-03-16,West,Small Business,Hardware,Desktop Tower,944.83,1,0.0,944.83,461.71,483.12,C2165,20240316
10227,2025-10-16,West,Enterprise,Software,Office Suite,540.93,2,0.0,1081.86,575.29,506.57,C8832,20251016
10228,2024-11-05,South,Small Business,Software,Antivirus Pro,505.58,5,0.2,2022.32,1212.83,809.49,C9056,20241105
10229,2024-08-30,West,Enterprise,Software,Analytics Pro,1226.25,5,0.1,5518.12,2655.84,2862.28,C5805,20240830
10230,2024-10-29,East,Consumer,Hardware,"Monitor 27""",1768.35,8,0.0,14146.8,9403.29,4743.51,C8878,20241029
10231,2024-10-08,North,Enterprise,Hardware,"Laptop 13""",1784.18,8,0.15,12132.42,8218.21,3914.21,C4564,20241008
10232,2025-09-12,West,Small Business,Accessories,Headset,224.53,2,0.0,449.06,207.85,241.21,C7402,20250912
10233,2024-08-12,South,Enterprise,Software,Analytics Pro,1488.73,5,0.0,7443.65,5874.42,1569.23,C3736,20240812
10234,2025-11-06,South,Enterprise,Accessories,Mouse,937.2,4,0.2,2999.04,1532.1,1466.94,C8657,20251106
10235,2024-11-12,West,Consumer,Hardware,Desktop Tower,931.81,2,0.05,1770.44,892.06,878.38,C8906,20241112
10236,2024-05-14,North,Small Business,Software,Analytics Pro,410.97,8,0.05,3123.37,1443.63,1679.74,C5675,20240514
10237,2025-03-01,South,Consumer,Accessories,Headset,1047.93,2,0.0,2095.86,1230.08,865.78,C2218,20250301
10238,2025-06-27,East,Consumer,Software,Office Suite,1720.57,9,0.0,15485.13,12017.33,3467.8,C1954,20250627
10239,2024-10-29,East,Consumer,Software,Antivirus Pro,512.97,6,0.0,3077.82,2164.31,913.51,C9228,20241029
10240,2024-05-24,South,Enterprise,Hardware,"Monitor 27""",403.35,5,0.2,1613.4,760.77,852.63,C1317,20240524
10241,2025-07-24,East,Consumer,Software,Antivirus Pro,1070.0,3,0.0,3210.0,2206.25,1003.75,C4930,20250724
10242,2024-09-27,North,Small Business,Software,Analytics Pro,1557.31,1,0.1,1401.58,1021.89,379.69,C4239,20240927
10243,2025-11-19,East,Enterprise,Software,Analytics Pro,448.31,9,0.0,4034.79,2152.73,1882.06,C5286,20251119
10244,2025-01-15,North,Enterprise,Accessories,USB-C Cable,1260.89,7,0.1,7943.61,6247.33,1696.28,C3808,20250115
10245,2024-01-26,East,Enterprise,Accessories,Mouse,61.38,7,0.0,429.66,316.65,113.01,C4741,20240126
10246,2025-10-12,West,Enterprise,Software,Analytics Pro,1636.48,2,0.1,2945.66,2183.46,762.2,C1294,20251012
10247,2025-02-22,North,Consumer,Accessories,Mouse,354.9,1,0.0,354.9,174.09,180.81,C8009,20250222
10248,2024-11-07,West,Consumer,Accessories,Keyboard,1144.5,8,0.1,8240.4,4078.64,4161.76,C6352,20241107
10249,2025-07-04,South,Small Business,Software,Office Suite,1733.72,5,0.0,8668.6,6744.43,1924.17,C2887,20250704
10250,2025-11-17,West,Enterprise,Hardware,"Laptop 15""",1389.6,4,0.0,5558.4,3878.99,1679.41,C9073,20251117
10251,2025-02-28,North,Small Business,Hardware,"Monitor 27""",857.17,6,0.05,4885.87,2276.86,2609.01,C3353,20250228
10252,2024-10-13,North,Enterprise,Software,Antivirus Pro,1782.36,4,0.05,6772.97,4456.88,2316.09,C6126,20241013
10253,2025-03-30,West,Consumer,Software,Antivirus Pro,126.54,1,0.0,126.54,78.58,47.96,C4356,20250330
10254,2025-12-03,East,Enterprise,Hardware,Desktop Tower,1700.25,3,0.0,5100.75,2587.45,2513.3,C3844,20251203
10255,2024-03-03,West,Small Business,Accessories,Mouse,1251.38,4,0.1,4504.97,3245.78,1259.19,C4155,20240303
10256,2025-04-10,North,Enterprise,Accessories,Mouse,1181.23,3,0.15,3012.14,1514.72,1497.42,C1988,20250410
10257,2024-02-21,East,Consumer,Accessories,Keyboard,1699.02,5,0.05,8070.34,4754.71,3315.63,C6626,20240221
10258,2024-03-11,South,Enterprise,Accessories,Keyboard,742.12,6,0.0,4452.72,2335.84,2116.88,C4056,20240311
10259,2024-12-02,South,Enterprise,Accessories,Headset,1176.14,2,0.1,2117.05,1303.31,813.74,C2607,20241202
10260,2024-05-28,South,Enterprise,Software,Antivirus Pro,294.21,9,0.1,2383.1,1720.14,662.96,C9782,20240528
10261,2024-04-22,North,Consumer,Accessories,Headset,821.57,2,0.1,1478.83,989.6,489.23,C1959,20240422
10262,2024-08-31,East,Consumer,Accessories,Headset,535.85,8,0.15,3643.78,2426.13,1217.65,C8725,20240831
10263,2024-02-23,South,Enterprise,Software,Analytics Pro,836.62,7,0.0,5856.34,4040.57,1815.77,C2763,20240223
10264,2024-04-26,North,Small Business,Software,Office Suite,1009.12,9,0.0,9082.08,6157.94,2924.14,C7644,20240426
10265,2025-06-09,North,Small Business,Hardware,"Laptop 15""",490.77,8,0.0,3926.16,3119.42,806.74,C5167,20250609
10266,2025-09-21,North,Enterprise,Hardware,Desktop Tower,841.1,2,0.0,1682.2,1110.26,571.94,C7154,20250921
10267,2025-04-14,North,Consumer,Software,Office Suite,1253.71,1,0.15,1065.65,818.14,247.51,C1778,20250414
10268,2025-03-12,North,Small Business,Hardware,"Monitor 27""",869.59,8,0.0,6956.72,3380.81,3575.91,C4117,20250312
10269,2024-03-16,North,Small Business,Hardware,"Laptop 15""",264.21,6,0.05,1506.0,1047.97,458.03,C9905,20240316
10270,2024-03-08,South,Small Business,Hardware,Desktop Tower,1398.47,2,0.0,2796.94,1765.43,1031.51,C2949,20240308
10271,2025-01-25,East,Small Business,Hardware,"Monitor 27""",68.47,4,0.0,273.88,154.12,119.76,C8014,20250125
10272,2024-04-11,North,Enterprise,Hardware,"Laptop 15""",368.74,2,0.1,663.73,308.25,355.48,C9619,20240411
10273,2025-03-16,West,Consumer,Software,Office Suite,196.28,3,0.1,529.96,348.8,181.16,C4144,20250316
10274,2025-04-09,West,Small Business,Hardware,"Laptop 13""",102.08,9,0.05,872.78,658.81,213.97,C4389,20250409
10275,2024-11-16,West,Small Business,Hardware,Desktop Tower,1412.11,7,0.05,9390.53,6043.28,3347.25,C1021,20241116
10276,2025-01-18,South,Enterprise,Software,Antivirus Pro,819.1,3,0.0,2457.3,1246.83,1210.47,C5109,20250118
10277,2024-04-03,North,Consumer,Software,Antivirus Pro,155.2,6,0.0,931.2,630.98,300.22,C2560,20240403
10278,2025-01-16,South,Enterprise,Accessories,Headset,1570.36,3,0.2,3768.86,2140.39,1628.47,C2927,20250116
10279,2025-11-17,North,Small Business,Software,Analytics Pro,1570.45,5,0.05,7459.64,4657.56,2802.08,C4665,20251117
10280,2025-03-09,North,Small Business,Hardware,Desktop Tower,46.36,3,0.0,139.08,111.09,27.99,C3920,20250309
10281,2024-12-26,North,Enterprise,Hardware,"Laptop 15""",892.46,3,0.05,2543.51,1208.85,1334.66,C7078,20241226
10282,2024-06-07,West,Consumer,Accessories,Headset,373.61,7,0.0,2615.27,1971.64,643.63,C1158,20240607
10283,2025-07-23,East,Consumer,Software,Analytics Pro,753.89,8,0.0,6031.12,3444.24,2586.88,C4453,20250723
10284,2024-08-19,West,Enterprise,Hardware,"Laptop 13""",1777.88,8,0.0,14223.04,8959.07,5263.97,C7563,20240819
10285,2025-09-15,East,Consumer,Accessories,Headset,61.65,2,0.0,123.3,93.18,30.12,C2394,20250915
10286,2025-12-20,East,Small Business,Software,Antivirus Pro,517.38,3,0.05,1474.53,989.48,485.05,C3958,20251220
10287,2024-07-04,South,Enterprise,Hardware,"Monitor 27""",431.3,8,0.0,3450.4,2279.5,1170.9,C1525,20240704
10288,2024-03-12,South,Enterprise,Hardware,"Laptop 13""",1748.77,7,0.0,12241.39,5804.82,6436.57,C5648,20240312
10289,2024-04-03,South,Small Business,Software,Office Suite,451.79,8,0.0,3614.32,2464.67,1149.65,C4814,20240403
10290,2024-12-15,South,Small Business,Software,Analytics Pro,301.87,9,0.15,2309.31,1247.83,1061.48,C5356,20241215
10291,2024-11-28,North,Consumer,Accessories,Keyboard,591.42,8,0.0,4731.36,2785.97,1945.39,C8062,20241128
10292,2025-09-24,North,Enterprise,Accessories,Headset,821.74,3,0.0,2465.22,1394.85,1070.37,C6724,20250924
10293,2025-03-29,West,Small Business,Hardware,"Monitor 27""",612.57,9,0.0,5513.13,2960.83,2552.3,C8115,20250329
10294,2025-02-28,East,Consumer,Hardware,"Laptop 13""",1274.84,6,0.0,7649.04,3540.24,4108.8,C7052,20250228
10295,2024-12-19,West,Consumer,Software,Analytics Pro,647.91,5,0.1,2915.6,2031.84,883.76,C3203,20241219
10296,2025-11-25,West,Enterprise,Hardware,Desktop Tower,1556.81,6,0.0,9340.86,4569.29,4771.57,C4953,20251125
10297,2024-02-16,South,Small Business,Hardware,"Laptop 13""",1776.17,9,0.0,15985.53,12433.74,3551.79,C7262,20240216
10298,2024-01-08,South,Small Business,Accessories,Keyboard,411.44,5,0.15,1748.62,980.37,768.25,C2229,20240108
10299,2024-09-18,East,Small Business,Accessories,Mouse,1241.58,4,0.2,3973.06,3129.94,843.12,C1125,20240918
10300,2025-05-24,West,Consumer,Accessories,USB-C Cable,1713.69,2,0.2,2741.9,1790.57,951.33,C8351,20250524
10301,2025-06-29,South,Enterprise,Hardware,Desktop Tower,932.43,2,0.0,1864.86,1186.58,678.28,C7294,20250629
10302,2024-03-14,West,Enterprise,Accessories,USB-C Cable,62.68,4,0.05,238.18,124.01,114.17,C5470,20240314
10303,2024-01-20,West,Consumer,Software,Analytics Pro,299.83,5,0.0,1499.15,1027.53,471.62,C8519,20240120
10304,2025-03-15,West,Enterprise,Hardware,"Monitor 27""",429.1,6,0.0,2574.6,1754.77,819.83,C6238,20250315
10305,2024-10-23,North,Small Business,Accessories,Headset,1700.8,2,0.0,3401.6,2519.93,881.67,C1302,20241023
10306,2024-06-24,West,Enterprise,Software,Antivirus Pro,1030.96,8,0.1,7422.91,5727.05,1695.86,C4072,20240624
10307,2025-03-23,North,Consumer,Software,Analytics Pro,395.27,5,0.05,1877.53,1224.18,653.35,C9125,20250323
10308,2025-02-14,North,Small Business,Software,Analytics Pro,1187.2,2,0.05,2255.68,1266.2,989.48,C8848,20250214
10309,2024-12-13,South,Small Business,Accessories,Mouse,1788.07,9,0.0,16092.63,8867.68,7224.95,C8114,20241213
10310,2025-06-06,North,Enterprise,Hardware,"Laptop 15""",1582.42,6,0.0,9494.52,6491.0,3003.52,C4553,20250606
10311,2024-12-23,East,Enterprise,Hardware,"Laptop 15""",1374.25,9,0.0,12368.25,9327.09,3041.16,C4712,20241223
10312,2024-08-29,North,Consumer,Software,Antivirus Pro,224.29,6,0.05,1278.45,722.24,556.21,C8232,20240829
10313,2024-06-26,South,Enterprise,Accessories,Keyboard,665.33,7,0.0,4657.31,2715.9,1941.41,C6592,20240626
10314,2025-10-05,West,Small Business,Hardware,"Monitor 27""",1077.31,1,0.0,1077.31,490.32,586.99,C8010,20251005
10315,2025-11-28,East,Enterprise,Software,Antivirus Pro,310.68,2,0.0,621.36,362.21,259.15,C7471,20251128
10316,2025-03-26,North,Small Business,Software,Analytics Pro,938.68,6,0.15,4787.27,3517.77,1269.5,C5760,20250326
10317,2024-11-06,East,Enterprise,Accessories,Headset,689.93,2,0.0,1379.86,739.78,640.08,C9234,20241106
10318,2025-06-03,North,Small Business,Software,Office Suite,1378.91,6,0.05,7859.79,5505.17,2354.62,C7570,20250603
10319,2024-02-08,North,Small Business,Software,Antivirus Pro,41.65,7,0.0,291.55,222.7,68.85,C6243,20240208
10320,2025-10-22,North,Enterprise,Hardware,"Monitor 27""",1718.8,4,0.15,5843.92,2753.03,3090.89,C1140,20251022
10321,2025-04-18,North,Small Business,Hardware,"Laptop 15""",638.76,2,0.0,1277.52,850.92,426.6,C9564,20250418
10322,2024-11-25,West,Enterprise,Accessories,Mouse,519.21,3,0.0,1557.63,749.8,807.83,C7787,20241125
10323,2025-04-06,North,Small Business,Hardware,"Laptop 13""",1483.3,7,0.05,9863.94,5065.17,4798.77,C8052,20250406
10324,2025-05-31,South,Consumer,Accessories,USB-C Cable,339.59,8,0.1,2445.05,1258.78,1186.27,C6047,20250531
10325,2025-03-25,South,Small Business,Software,Office Suite,1733.6,4,0.0,6934.4,5100.33,1834.07,C6291,20250325
10326,2025-01-31,West,Small Business,Hardware,"Laptop 13""",86.75,7,0.05,576.89,363.62,213.27,C4097,20250131
10327,2025-10-08,East,Consumer,Software,Antivirus Pro,388.77,8,0.0,3110.16,2313.81,796.35,C7295,20251008
10328,2025-07-25,West,Small Business,Software,Analytics Pro,641.98,5,0.0,3209.9,2266.78,943.12,C4683,20250725
10329,2025-11-03,South,Small Business,Accessories,Keyboard,767.92,9,0.0,6911.28,4619.16,2292.12,C4040,20251103
10330,2024-12-24,East,Enterprise,Hardware,"Monitor 27""",768.29,5,0.0,3841.45,2719.38,1122.07,C2249,20241224
10331,2024-05-12,North,Small Business,Hardware,"Monitor 27""",855.95,5,0.0,4279.75,1961.3,2318.45,C1987,20240512
10332,2025-10-20,East,Consumer,Hardware,"Laptop 13""",378.28,9,0.0,3404.52,2240.4,1164.12,C8421,20251020
10333,2025-10-23,West,Enterprise,Software,Antivirus Pro,262.92,3,0.0,788.76,541.52,247.24,C7780,20251023
10334,2025-01-06,East,Consumer,Accessories,Headset,1294.22,1,0.0,1294.22,736.9,557.32,C3349,20250106
10335,2025-05-12,South,Consumer,Accessories,Keyboard,195.46,6,0.0,1172.76,640.28,532.48,C6101,20250512
10336,2024-03-20,East,Consumer,Hardware,"Laptop 13""",483.43,5,0.1,2175.44,1125.04,1050.4,C6472,20240320
10337,2025-11-08,East,Enterprise,Accessories,USB-C Cable,414.94,9,0.05,3547.74,2145.83,1401.91,C4713,20251108
10338,2024-06-06,South,Consumer,Hardware,"Laptop 15""",1208.26,5,0.0,6041.3,3972.06,2069.24,C9258,20240606
10339,2025-03-24,North,Small Business,Software,Analytics Pro,963.53,3,0.0,2890.59,1353.72,1536.87,C6291,20250324
10340,2024-08-31,West,Enterprise,Software,Analytics Pro,1194.35,1,0.2,955.48,579.23,376.25,C5211,20240831
10341,2025-04-04,South,Enterprise,Accessories,Headset,116.71,4,0.15,396.81,266.75,130.06,C4374,20250404
10342,2025-04-25,South,Small Business,Hardware,"Monitor 27""",368.87,9,0.1,2987.85,1345.83,1642.02,C4719,20250425
10343,2025-04-17,East,Small Business,Hardware,"Monitor 27""",1433.65,7,0.0,10035.55,5051.35,4984.2,C7099,20250417
10344,2024-06-14,South,Enterprise,Accessories,Headset,1669.26,1,0.1,1502.33,949.98,552.35,C5037,20240614
10345,2024-02-23,West,Small Business,Hardware,"Laptop 13""",469.37,8,0.1,3379.46,1671.82,1707.64,C3785,20240223
10346,2025-12-29,North,Small Business,Accessories,Keyboard,122.03,4,0.0,488.12,264.6,223.52,C3408,20251229
10347,2024-10-06,West,Enterprise,Accessories,USB-C Cable,165.97,9,0.0,1493.73,831.91,661.82,C6299,20241006
10348,2024-04-03,South,Small Business,Software,Antivirus Pro,509.95,4,0.1,1835.82,930.06,905.76,C9597,20240403
10349,2025-02-28,North,Small Business,Hardware,Desktop Tower,899.06,6,0.0,5394.36,3165.76,2228.6,C5107,20250228
10350,2024-08-29,West,Consumer,Software,Antivirus Pro,1675.7,6,0.1,9048.78,5277.41,3771.37,C8629,20240829
10351,2024-01-29,East,Consumer,Hardware,Desktop Tower,1452.41,7,0.0,10166.87,4863.04,5303.83,C8842,20240129
10352,2024-05-29,South,Consumer,Software,Office Suite,319.78,2,0.0,639.56,502.09,137.47,C7097,20240529
10353,2025-12-13,South,Enterprise,Software,Office Suite,1156.98,9,0.0,10412.82,6432.77,3980.05,C5259,20251213
10354,2025-09-22,North,Consumer,Accessories,Headset,1095.01,1,0.05,1040.26,746.58,293.68,C3530,20250922
10355,2024-08-08,South,Enterprise,Hardware,"Monitor 27""",723.01,9,0.05,6181.74,3045.23,3136.51,C3964,20240808
10356,2024-04-23,East,Consumer,Software,Antivirus Pro,55.23,9,0.0,497.07,237.59,259.48,C8179,20240423
10357,2024-02-18,South,Small Business,Hardware,"Monitor 27""",1738.79,4,0.0,6955.16,3387.04,3568.12,C3719,20240218
10358,2024-03-05,North,Small Business,Hardware,"Laptop 13""",395.92,2,0.05,752.25,378.54,373.71,C8154,20240305
10359,2025-10-09,South,Enterprise,Accessories,Headset,1019.91,2,0.0,2039.82,959.44,1080.38,C4850,20251009
10360,2025-03-15,North,Enterprise,Software,Antivirus Pro,1359.87,8,0.0,10878.96,6534.1,4344.86,C6448,20250315
10361,2025-08-07,West,Consumer,Hardware,"Laptop 13""",1410.81,3,0.0,4232.43,2929.12,1303.31,C9800,20250807
10362,2025-06-20,East,Consumer,Hardware,"Laptop 13""",921.38,7,0.0,6449.66,3427.52,3022.14,C2403,20250620
10363,2025-02-03,West,Consumer,Hardware,"Monitor 27""",557.5,4,0.05,2118.5,1582.11,536.39,C8857,20250203
10364,2025-01-17,East,Enterprise,Accessories,Headset,243.1,4,0.0,972.4,660.19,312.21,C2549,20250117
10365,2024-03-10,East,Consumer,Hardware,"Laptop 13""",325.8,6,0.15,1661.58,892.27,769.31,C8898,20240310
10366,2025-08-18,East,Consumer,Accessories,Headset,758.68,6,0.0,4552.08,3259.75,1292.33,C8993,20250818
10367,2025-07-13,East,Enterprise,Accessories,USB-C Cable,348.74,5,0.0,1743.7,792.06,951.64,C9433,20250713
10368,2025-12-13,West,Enterprise,Accessories,Keyboard,1136.07,5,0.1,5112.31,4017.52,1094.79,C1163,20251213
10369,2024-03-05,West,Consumer,Software,Antivirus Pro,674.19,1,0.0,674.19,410.6,263.59,C3355,20240305
10370,2024-02-14,South,Consumer,Software,Office Suite,485.44,5,0.0,2427.2,1219.71,1207.49,C5719,20240214
10371,2025-06-11,West,Enterprise,Software,Office Suite,1329.61,8,0.1,9573.19,6365.49,3207.7,C4493,20250611
10372,2024-02-07,South,Small Business,Software,Antivirus Pro,711.78,1,0.15,605.01,438.88,166.13,C1392,20240207
10373,2025-11-02,East,Small Business,Accessories,Headset,1697.61,2,0.0,3395.22,1830.48,1564.74,C8177,20251102
10374,2025-03-23,West,Enterprise,Software,Office Suite,1675.2,8,0.0,13401.6,9019.55,4382.05,C1775,20250323
10375,2024-12-13,South,Small Business,Hardware,"Monitor 27""",1612.16,8,0.0,12897.28,9818.53,3078.75,C4926,20241213
10376,2025-01-11,East,Consumer,Hardware,"Monitor 27""",937.47,3,0.0,2812.41,2238.39,574.02,C7230,20250111
10377,2024-03-21,West,Enterprise,Accessories,Headset,1227.29,8,0.0,9818.32,6879.83,2938.49,C8788,20240321
10378,2024-11-24,North,Consumer,Software,Analytics Pro,1445.62,3,0.0,4336.86,3403.46,933.4,C7420,20241124
10379,2024-10-29,East,Small Business,Hardware,"Monitor 27""",703.18,4,0.0,2812.72,2028.33,784.39,C6510,20241029
10380,2024-06-19,West,Small Business,Software,Antivirus Pro,1412.86,3,0.0,4238.58,2053.33,2185.25,C7493,20240619
10381,2024-12-27,West,Small Business,Hardware,"Laptop 13""",1496.49,8,0.0,11971.92,5475.13,6496.79,C7511,20241227
10382,2024-03-17,West,Small Business,Hardware,"Laptop 15""",1742.44,8,0.1,12545.57,8388.37,4157.2,C4009,20240317
10383,2024-02-01,South,Enterprise,Hardware,"Monitor 27""",1204.22,3,0.0,3612.66,2403.34,1209.32,C9569,20240201
10384,2024-02-05,South,Consumer,Accessories,Headset,865.56,2,0.0,1731.12,854.88,876.24,C6978,20240205
10385,2025-01-05,West,Enterprise,Accessories,Keyboard,1764.13,6,0.0,10584.78,8172.55,2412.23,C4983,20250105
10386,2025-11-26,West,Small Business,Software,Office Suite,1462.88,2,0.0,2925.76,1662.98,1262.78,C8569,20251126
10387,2024-03-19,South,Enterprise,Software,Office Suite,411.29,9,0.0,3701.61,2378.4,1323.21,C8128,20240319
10388,2024-11-17,East,Consumer,Accessories,Mouse,302.16,4,0.0,1208.64,595.29,613.35,C1685,20241117
10389,2024-07-09,West,Enterprise,Software,Analytics Pro,31.77,5,0.0,158.85,116.85,42.0,C1038,20240709
10390,2024-04-30,East,Small Business,Hardware,"Monitor 27""",1525.11,9,0.0,13725.99,9232.44,4493.55,C8165,20240430
10391,2024-08-07,East,Enterprise,Software,Antivirus Pro,833.83,8,0.05,6337.11,4088.92,2248.19,C9789,20240807
10392,2024-05-05,South,Consumer,Software,Antivirus Pro,1357.96,9,0.15,10388.39,4831.75,5556.64,C4537,20240505
10393,2025-12-31,West,Consumer,Hardware,Desktop Tower,202.33,5,0.05,961.07,707.56,253.51,C5082,20251231
10394,2025-11-14,East,Enterprise,Accessories,Headset,278.86,6,0.0,1673.16,1098.63,574.53,C9706,20251114
10395,2024-11-03,South,Enterprise,Hardware,"Laptop 15""",541.91,3,0.0,1625.73,784.93,840.8,C7251,20241103
10396,2025-01-05,South,Consumer,Accessories,Keyboard,1148.6,5,0.0,5743.0,3512.1,2230.9,C4727,20250105
10397,2024-08-30,West,Consumer,Software,Analytics Pro,1462.85,5,0.1,6582.82,3602.55,2980.27,C6343,20240830
10398,2025-08-09,East,Small Business,Hardware,"Laptop 15""",1584.75,2,0.0,3169.5,2042.04,1127.46,C4967,20250809
10399,2025-09-18,North,Consumer,Software,Office Suite,1468.88,2,0.0,2937.76,2127.9,809.86,C3547,20250918
10400,2025-05-05,West,Small Business,Hardware,"Laptop 13""",947.77,6,0.1,5117.96,2322.84,2795.12,C4489,20250505
10401,2024-05-08,East,Enterprise,Accessories,USB-C Cable,1367.79,4,0.0,5471.16,2747.13,2724.03,C6110,20240508
10402,2025-04-22,East,Consumer,Hardware,"Laptop 15""",851.34,3,0.2,2043.22,1182.84,860.38,C6251,20250422
10403,2024-05-12,West,Enterprise,Accessories,Mouse,1302.23,8,0.0,10417.84,5190.56,5227.28,C8909,20240512
10404,2025-06-14,South,Small Business,Accessories,Keyboard,748.01,8,0.0,5984.08,2753.72,3230.36,C6891,20250614
10405,2024-11-26,South,Small Business,Hardware,Desktop Tower,333.74,4,0.0,1334.96,1009.22,325.74,C4292,20241126
10406,2024-03-21,East,Consumer,Hardware,Desktop Tower,1159.41,8,0.0,9275.28,4905.73,4369.55,C7643,20240321
10407,2024-05-08,East,Enterprise,Hardware,"Laptop 13""",1013.14,8,0.05,7699.86,5634.34,2065.52,C4390,20240508
10408,2025-05-29,South,Enterprise,Hardware,"Laptop 15""",147.01,6,0.05,837.96,595.85,242.11,C6433,20250529
10409,2024-06-24,East,Enterprise,Accessories,Mouse,1276.46,4,0.0,5105.84,3084.28,2021.56,C6469,20240624
10410,2024-03-24,North,Enterprise,Hardware,Desktop Tower,596.79,7,0.0,4177.53,2422.96,1754.57,C2136,20240324
10411,2025-10-28,South,Enterprise,Software,Analytics Pro,1080.42,9,0.15,8265.21,5578.17,2687.04,C2283,20251028
10412,2025-10-16,North,Small Business,Hardware,Desktop Tower,897.63,6,0.2,4308.62,3065.7,1242.92,C4471,20251016
10413,2025-10-19,East,Small Business,Accessories,USB-C Cable,372.46,4,0.0,1489.84,844.86,644.98,C6068,20251019
10414,2024-10-31,West,Consumer,Hardware,"Laptop 13""",1263.15,6,0.0,7578.9,4784.77,2794.13,C2900,20241031
10415,2024-06-10,West,Small Business,Software,Office Suite,1410.6,3,0.0,4231.8,2540.69,1691.11,C8999,20240610
10416,2024-07-27,East,Enterprise,Accessories,Headset,342.31,1,0.0,342.31,266.34,75.97,C4331,20240727
10417,2024-11-22,East,Small Business,Accessories,Headset,98.27,7,0.0,687.89,414.73,273.16,C4384,20241122
10418,2025-06-11,North,Small Business,Accessories,USB-C Cable,21.59,9,0.0,194.31,128.94,65.37,C5283,20250611
10419,2024-05-05,East,Small Business,Accessories,Keyboard,723.32,4,0.05,2748.62,2157.16,591.46,C2431,20240505
10420,2024-04-09,North,Small Business,Software,Analytics Pro,111.19,6,0.0,667.14,357.88,309.26,C4291,20240409
10421,2025-03-04,South,Consumer,Software,Analytics Pro,1418.74,6,0.0,8512.44,6347.52,2164.92,C1581,20250304
10422,2024-11-16,South,Consumer,Software,Analytics Pro,126.07,4,0.0,504.28,237.98,266.3,C3297,20241116
10423,2025-04-23,West,Small Business,Software,Antivirus Pro,1015.53,5,0.0,5077.65,3015.53,2062.12,C1671,20250423
10424,2024-04-02,West,Enterprise,Software,Antivirus Pro,1197.85,4,0.0,4791.4,3635.46,1155.94,C2449,20240402
10425,2024-08-08,East,Consumer,Accessories,Headset,1491.71,8,0.0,11933.68,8422.64,3511.04,C3361,20240808
10426,2025-05-21,West,Small Business,Hardware,"Laptop 13""",1763.38,5,0.05,8376.06,4349.97,4026.09,C2938,20250521
10427,2024-04-20,West,Consumer,Software,Analytics Pro,561.88,5,0.05,2668.93,1527.5,1141.43,C9616,20240420
10428,2025-01-09,West,Small Business,Accessories,USB-C Cable,48.46,5,0.0,242.3,130.32,111.98,C1597,20250109
10429,2024-02-22,South,Small Business,Hardware,Desktop Tower,1014.15,1,0.2,811.32,429.67,381.65,C7171,20240222
10430,2024-03-16,West,Enterprise,Software,Analytics Pro,1303.56,9,0.1,10558.84,6779.76,3779.08,C2633,20240316
10431,2024-10-13,North,Consumer,Accessories,USB-C Cable,155.37,6,0.1,839.0,503.42,335.58,C2537,20241013
10432,2025-01-17,East,Enterprise,Software,Antivirus Pro,1198.56,9,0.05,10247.69,6269.57,3978.12,C4750,20250117
10433,2024-07-22,West,Enterprise,Accessories,Mouse,985.87,8,0.1,7098.26,3472.31,3625.95,C5666,20240722
10434,2024-02-09,South,Enterprise,Software,Office Suite,831.5,3,0.1,2245.05,1168.5,1076.55,C3324,20240209
10435,2025-06-15,West,Consumer,Hardware,"Laptop 15""",303.99,4,0.1,1094.36,691.4,402.96,C7519,20250615
10436,2024-12-01,East,Consumer,Software,Analytics Pro,235.12,6,0.0,1410.72,760.97,649.75,C8548,20241201
10437,2024-11-02,East,Enterprise,Hardware,"Monitor 27""",817.17,1,0.0,817.17,386.38,430.79,C4970,20241102
10438,2025-12-26,East,Small Business,Accessories,Headset,1637.41,1,0.0,1637.41,1194.36,443.05,C7744,20251226
10439,2024-12-05,North,Small Business,Hardware,Desktop Tower,720.71,3,0.0,2162.13,1120.98,1041.15,C7411,20241205
10440,2025-12-05,North,Enterprise,Software,Office Suite,946.28,8,0.0,7570.24,5413.62,2156.62,C9676,20251205
10441,2025-11-02,South,Enterprise,Accessories,USB-C Cable,1145.54,7,0.05,7617.84,3950.19,3667.65,C3285,20251102
10442,2024-06-23,West,Consumer,Hardware,"Laptop 15""",963.65,4,0.0,3854.6,1958.57,1896.03,C5943,20240623
10443,2024-02-02,North,Consumer,Accessories,USB-C Cable,1544.21,3,0.1,4169.37,2122.62,2046.75,C7629,20240202
10444,2024-11-17,West,Consumer,Software,Analytics Pro,261.01,1,0.0,261.01,150.68,110.33,C1687,20241117
10445,2024-07-27,West,Enterprise,Hardware,"Monitor 27""",281.42,4,0.1,1013.11,799.05,214.06,C6906,20240727
10446,2024-03-04,South,Enterprise,Accessories,Headset,1589.41,7,0.15,9456.99,5638.41,3818.58,C6108,20240304
10447,2025-11-09,West,Enterprise,Software,Office Suite,1205.24,2,0.0,2410.48,1828.77,581.71,C9438,20251109
10448,2024-06-26,West,Enterprise,Software,Analytics Pro,241.52,5,0.0,1207.6,766.33,441.27,C4864,20240626
10449,2024-12-28,East,Enterprise,Software,Antivirus Pro,1482.92,5,0.2,5931.68,3368.57,2563.11,C1264,20241228
10450,2024-09-09,East,Enterprise,Software,Antivirus Pro,1475.94,2,0.0,2951.88,2113.11,838.77,C8544,20240909
